Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_OutDoor
Beka Travel,-1,5.0,-1,-1,"That was an excellent trip in Catba island i ever have, good services . Jerry is such a nice guide helping to set up our whole trip really well and enthusiasm.
Hopefully we can come back again soon !",Số 367 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23801149-Reviews-Beka_Travel-Hanoi.html
Hien Phuong Motorbike,-1,5.0,"DT20 Phong Nha Phong Nha - Ke Bang National Park, Son Trach 510000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f1/82/45/getlstd-property-photo.jpg?w=900&h=600&s=1,"I've used this mechanic twice this year for small repairs on my bike, and they've been efficient, reasonably priced and friendly. Good English spoken, too. Fast and furious (and friendly) Recommend :)",Số 4 trên 4 Hoạt động ngoài trời ở Son Trach,https://www.tripadvisor.com.vn/Attraction_Review-g12654020-d16854989-Reviews-Hien_Phuong_Motorbike-Son_Trach_Quang_Binh_Province.html
STK Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e0/80/51/malaysia.jpg?w=1200&h=900&s=1,"Trải nghiệm tuyệt vời, các hướng dẫn viên du lịch đúng giờ và rất thân thiện. Tour rất có tổ chức và hấp dẫn. Nói chung rất khuyến khích, cảm ơn bạn cho một thời gian tuyệt vời!",Số 368 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24150519-Reviews-STK_Travel-Hanoi.html
GOLF AU Vietnam,-1,4.0,"No 6 Group 70 Tam Trinh Road Hoang Van Thu ward, Hoang Mai Dist, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/91/cb/d4/danang-golf-club.jpg?w=900&h=600&s=1,"We played 8 rounds in 9 days in and around Hanoi. Although golf is expensive in Vietnam you will not be disappointed with the courses! The best course by far was Legend Hills, followed by Kings Island and then Van Tri.

They have a variety of Tee boxes for all handicaps ranging from 5200yds to 7000+ and fantastic facilities for relaxing after golf.",Số 591 trên 960 Hoạt động ngoài trời ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7073518-Reviews-GOLF_AU_Vietnam-Hanoi.html
Sealife Cruises Nha Trang Bay,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/03/2d/44/soup.jpg?w=1200&h=900&s=1,-1,Số 60 trên 142 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d21251874-Reviews-Sealife_Cruises_Nha_Trang_Bay-Nha_Trang_Khanh_Hoa_Province.html
Xe Đạp Việt Nam,-1,5.0,"126 Đinh Bộ Lĩnh Phường 15, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/35/42/03/xe-dap-vietnam-vietnam.jpg?w=900&h=600&s=1,Arranged everything last minute and they took care of all at the same day! Also had to deliver bikes on Sunday and they opened the shop just for us! Recommended :),Số 184 trên 424 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8012518-Reviews-Xe_Dap_Vietnam-Ho_Chi_Minh_City.html
UniGolf,-1,5.0,"974 Nguyễn Văn Linh P. Tân Phong, Q.7, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f3/09/ef/united-golf-services.jpg?w=900&h=600&s=1,"tôi đến đây vào 1 ngày mưa để trú mưa, vào shop rất sạch sẽ, nhân viên nhiệt tình, bán rất nhiều đồ thể thao về Golf với chất lượng tốt, tôi và bạn gái mua được đôi giày ở đây, sử dụng rất êm chân và thoải mái.",Số 56 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8523263-Reviews-UniGolf-Ho_Chi_Minh_City.html
VietCharm Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/44/38/5a/10th-years-anniversary.jpg?w=1200&h=900&s=1,"khá hài lòng với các bạn bên này, nhiệt tình tư vấn, chất lượng rất ổn túm lại là rất đáng đồng tiền bỏ ra :))))",Số 592 trên 960 Hoạt động ngoài trời ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10840746-Reviews-VietCharm_Tour-Hanoi.html
Hoi An Basket Boat,-1,3.5,-1,-1,"Kæmpe turistfælde, som kun handler om at få dig til at bruge flere penge.
Udover selve boat touren, så betaler du for at komme ind i “coconut village”, som egenlig kun består af souvenir butikker og Restaurenten, der baner vejen til de forskellige boat tours.
Selve turen består 80% af høj musik og forskellige aktiviteter (shows, karaoke, fotografering, dans osv), som vil have drikkepenge fra dig.
Vi havde regner med at skulle sejle ned langs kokus palmerne, men dette varede kun kort og svært af se for alle de andre både du sejler i stime med.
Det var en oplevelse..",Số 71 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d16710754-Reviews-Hoi_An_Basket_Boat-Hoi_An_Quang_Nam_Province.html
Trung tâm du lịch sinh thái và giáo dục môi trường Vườn quốc gia Bidoup – Núi Bà,-1,5.0,-1,-1,"My family had great page for our life times when we did a trip that only for my family. The interactive interpretation panels of nature and koho culture displays attracted my family so much.
The night camp was amazing when my little son Evan can made a fire while my first son and I set up the tent and collected woods.
After that we are planning another night camp in the park, may be some peaks of bidoup nui ba",Số 38 trên 66 Hoạt động ngoài trời ở Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d7985347-Reviews-Center_for_Ecotourism_and_Environmental_Education_Day_Tours-Da_Lat_Lam_Dong_Provi.html
